"interaction","cell1","cell2","p-value"
"NRG1_ERBB2_ERBB4","Macrophage","Macrophage","0.04"
"NRG1_ERBB2_ERBB4","B Cell","NK Cell","0.02"
"NRG4_ERBB2_ERBB4","Macrophage","Macrophage","0"
"NRG4_ERBB2_ERBB4","T Cell","Macrophage","0"
"NRG1_ITGAV_ITGB3","B Cell","T Cell","0"
"NRG1_ITGAV_ITGB3","Macrophage","T Cell","0.03"
"PDGFA_PDGFRB","Macrophage","B Cell","0"
"PDGFA_PDGFRB","Macrophage","Macrophage","0"
"PDGFA_PDGFRB","Macrophage","NK Cell","0"
"PDGFA_PDGFRB","Macrophage","T Cell","0"
"PDGFB_PDGFRB","NK Cell","B Cell","0"
"PDGFB_PDGFRB","NK Cell","Macrophage","0"
"PDGFB_PDGFRB","NK Cell","NK Cell","0"
"PDGFB_PDGFRB","NK Cell","T Cell","0"
"PDGFD_PDGFRB","B Cell","B Cell","0.04"
"PDGFD_PDGFRB","B Cell","Macrophage","0.03"
"PDGFD_PDGFRB","B Cell","NK Cell","0.02"
"PDGFD_PDGFRB","B Cell","T Cell","0"
"PDGFD_PDGFRB","NK Cell","T Cell","0"
"PDGFD_PDGFRB","T Cell","T Cell","0.02"
"VEGFA_VEGFR1","NK Cell","B Cell","0"
"VEGFA_VEGFR1","NK Cell","Macrophage","0"
"VEGFA_VEGFR1","NK Cell","NK Cell","0"
"VEGFA_VEGFR1","NK Cell","T Cell","0"
"VEGFB_VEGFR1","T Cell","B Cell","0.03"
"VEGFB_VEGFR1","B Cell","NK Cell","0.03"
"VEGFB_VEGFR1","B Cell","T Cell","0"
"VEGFB_VEGFR1","NK Cell","T Cell","0.02"
"VEGFB_VEGFR1","T Cell","T Cell","0"
"VEGFC_VEGFR3","NK Cell","B Cell","0"
"VEGFC_VEGFR3","NK Cell","Macrophage","0"
"VEGFC_VEGFR3","NK Cell","NK Cell","0"
"VEGFC_VEGFR3","NK Cell","T Cell","0"
"VEGFA_VEGFR1R2","NK Cell","B Cell","0"
"VEGFA_VEGFR1R2","NK Cell","Macrophage","0"
"VEGFA_VEGFR1R2","NK Cell","NK Cell","0"
"VEGFA_VEGFR1R2","NK Cell","T Cell","0"
"VEGFC_VEGFR2R3","NK Cell","B Cell","0"
"VEGFC_VEGFR2R3","NK Cell","Macrophage","0"
"VEGFC_VEGFR2R3","NK Cell","NK Cell","0"
"VEGFC_VEGFR2R3","NK Cell","T Cell","0"
"IGF1_IGF1R","Macrophage","Macrophage","0"
"IGF1_IGF1R","Macrophage","T Cell","0"
"IGF1_ITGAV_ITGB3","Macrophage","B Cell","0"
"IGF1_ITGAV_ITGB3","Macrophage","Macrophage","0"
"IGF1_ITGAV_ITGB3","Macrophage","NK Cell","0"
"IGF1_ITGAV_ITGB3","Macrophage","T Cell","0"
"IGF1_ITGA6_ITGB4","Macrophage","Macrophage","0"
"IGF1_ITGA6_ITGB4","Macrophage","T Cell","0"
"CCL3_CCR1L1","NK Cell","B Cell","0"
"CCL3_CCR1L1","NK Cell","Macrophage","0"
"CCL3_CCR1L1","NK Cell","NK Cell","0"
"CCL3_CCR1L1","NK Cell","T Cell","0"
"CCL7_CCR1L1","B Cell","Macrophage","0"
"CCL7_CCR1L1","Macrophage","Macrophage","0"
"CCL7_CCR1L1","NK Cell","Macrophage","0"
"CCL7_CCR1L1","T Cell","Macrophage","0"
"CCL7_CCR2","B Cell","NK Cell","0"
"CCL7_CCR2","Macrophage","NK Cell","0"
"CCL7_CCR2","NK Cell","NK Cell","0"
"CCL7_CCR2","T Cell","NK Cell","0"
"CCL2_CCR2","Macrophage","Macrophage","0.02"
"CCL2_CCR2","B Cell","NK Cell","0"
"CCL2_CCR2","Macrophage","NK Cell","0"
"CCL2_CCR2","NK Cell","NK Cell","0"
"CCL2_CCR2","T Cell","NK Cell","0"
"CCL27A_CCR2","B Cell","NK Cell","0"
"CCL27A_CCR2","Macrophage","NK Cell","0"
"CCL27A_CCR2","NK Cell","NK Cell","0"
"CCL27A_CCR2","T Cell","NK Cell","0"
"CCL7_CCR3","B Cell","Macrophage","0"
"CCL7_CCR3","Macrophage","Macrophage","0"
"CCL7_CCR3","NK Cell","Macrophage","0"
"CCL7_CCR3","T Cell","Macrophage","0"
"CCL26_CCR3","B Cell","Macrophage","0"
"CCL26_CCR3","Macrophage","Macrophage","0"
"CCL26_CCR3","NK Cell","Macrophage","0"
"CCL26_CCR3","T Cell","Macrophage","0"
"CCL27A_CCR3","B Cell","Macrophage","0"
"CCL27A_CCR3","Macrophage","Macrophage","0.04"
"CCL27A_CCR3","NK Cell","Macrophage","0"
"CCL27A_CCR3","T Cell","Macrophage","0"
"CCL20_CCR6","B Cell","B Cell","0"
"CCL20_CCR6","Macrophage","B Cell","0"
"CCL20_CCR6","NK Cell","B Cell","0"
"CCL20_CCR6","T Cell","B Cell","0"
"CCL2_ACKR2","B Cell","B Cell","0"
"CCL2_ACKR2","Macrophage","B Cell","0"
"CCL2_ACKR2","NK Cell","B Cell","0"
"CCL2_ACKR2","T Cell","B Cell","0"
"CCL2_ACKR2","Macrophage","Macrophage","0"
"CCL2_ACKR2","Macrophage","NK Cell","0"
"CCL2_ACKR2","Macrophage","T Cell","0"
"CCL3_ACKR2","NK Cell","B Cell","0"
"CCL3_ACKR2","NK Cell","Macrophage","0"
"CCL3_ACKR2","NK Cell","NK Cell","0"
"CCL3_ACKR2","NK Cell","T Cell","0"
"CCL4_ACKR2","NK Cell","B Cell","0"
"CCL4_ACKR2","NK Cell","Macrophage","0"
"CCL4_ACKR2","NK Cell","NK Cell","0"
"CCL4_ACKR2","NK Cell","T Cell","0"
"CCL26_ACKR2","B Cell","B Cell","0"
"CCL26_ACKR2","Macrophage","B Cell","0"
"CCL26_ACKR2","NK Cell","B Cell","0"
"CCL26_ACKR2","T Cell","B Cell","0"
"CCL26_ACKR2","Macrophage","Macrophage","0.02"
"CCL26_ACKR2","Macrophage","T Cell","0.03"
"CXCL1_CXCR1","Macrophage","B Cell","0"
"CXCL1_CXCR1","Macrophage","Macrophage","0"
"CXCL1_CXCR1","Macrophage","NK Cell","0"
"CXCL1_CXCR1","Macrophage","T Cell","0"
"CXCL2_CXCR1","Macrophage","B Cell","0"
"CXCL2_CXCR1","Macrophage","Macrophage","0"
"CXCL2_CXCR1","Macrophage","NK Cell","0"
"CXCL2_CXCR1","Macrophage","T Cell","0"
"CXCL3_CXCR1","Macrophage","NK Cell","0.04"
"CXCL3_CXCR1","B Cell","T Cell","0"
"CXCL3_CXCR1","Macrophage","T Cell","0"
"CXCL3_CXCR1","NK Cell","T Cell","0"
"CXCL3_CXCR1","T Cell","T Cell","0"
"CXCL1_CXCR2","Macrophage","B Cell","0"
"CXCL1_CXCR2","Macrophage","Macrophage","0"
"CXCL1_CXCR2","Macrophage","NK Cell","0"
"CXCL1_CXCR2","Macrophage","T Cell","0"
"CXCL2_CXCR2","Macrophage","B Cell","0"
"CXCL2_CXCR2","Macrophage","Macrophage","0"
"CXCL2_CXCR2","Macrophage","NK Cell","0"
"CXCL2_CXCR2","Macrophage","T Cell","0"
"CXCL3_CXCR2","Macrophage","B Cell","0"
"CXCL3_CXCR2","Macrophage","Macrophage","0"
"CXCL3_CXCR2","Macrophage","NK Cell","0"
"CXCL3_CXCR2","Macrophage","T Cell","0"
"PPBP_CXCR2","Macrophage","B Cell","0"
"PPBP_CXCR2","Macrophage","Macrophage","0.02"
"PPBP_CXCR2","Macrophage","NK Cell","0.03"
"PPBP_CXCR2","Macrophage","T Cell","0.02"
"MIF_CD74_CXCR2","B Cell","B Cell","0"
"MIF_CD74_CXCR2","Macrophage","B Cell","0"
"MIF_CD74_CXCR2","NK Cell","B Cell","0"
"MIF_CD74_CXCR2","T Cell","B Cell","0"
"MIF_ACKR3","B Cell","Macrophage","0"
"MIF_ACKR3","Macrophage","Macrophage","0"
"MIF_ACKR3","NK Cell","Macrophage","0"
"MIF_ACKR3","T Cell","Macrophage","0"
"XCL1_XCR1","NK Cell","B Cell","0"
"XCL1_XCR1","NK Cell","Macrophage","0"
"XCL1_XCR1","NK Cell","NK Cell","0"
"XCL1_XCR1","NK Cell","T Cell","0"
"IL15_IL15RA_IL2RB","Macrophage","NK Cell","0"
"IL15_IL15RA_IL2RB","NK Cell","NK Cell","0"
"IL15_IL15RA_IL2RB","Macrophage","T Cell","0"
"TSLP_IL7R_CRLF2","Macrophage","NK Cell","0.03"
"TSLP_IL7R_CRLF2","Macrophage","T Cell","0"
"IL6_IL6R_IL6ST","Macrophage","Macrophage","0"
"IL6_IL6R_IL6ST","Macrophage","T Cell","0"
"IL12B_IL12RB1_IL12RB2","B Cell","NK Cell","0"
"IL12B_IL12RB1_IL12RB2","Macrophage","NK Cell","0.02"
"IL12B_IL12RB1_IL12RB2","NK Cell","NK Cell","0"
"IL12B_IL12RB1_IL12RB2","T Cell","NK Cell","0"
"IL23A_IL23R_IL12RB1","B Cell","NK Cell","0.01"
"IL23A_IL23R_IL12RB1","Macrophage","NK Cell","0.01"
"IL23A_IL23R_IL12RB1","NK Cell","NK Cell","0.01"
"IL23A_IL23R_IL12RB1","T Cell","NK Cell","0.01"
"IL23A_IL23R_IL12RB1","B Cell","T Cell","0.01"
"IL23A_IL23R_IL12RB1","Macrophage","T Cell","0.03"
"IL23A_IL23R_IL12RB1","NK Cell","T Cell","0.04"
"IL23A_IL23R_IL12RB1","T Cell","T Cell","0.03"
"EBI3_IL27RA_IL6ST","Macrophage","Macrophage","0"
"EBI3_IL27RA_IL6ST","B Cell","T Cell","0"
"EBI3_IL27RA_IL6ST","Macrophage","T Cell","0"
"CLCF1_CNTFR_LIFR","B Cell","Macrophage","0"
"CLCF1_CNTFR_LIFR","NK Cell","Macrophage","0"
"CLCF1_CNTFR_LIFR","T Cell","Macrophage","0"
"LIF_LIFR_IL6ST","B Cell","Macrophage","0.04"
"LIF_LIFR_IL6ST","Macrophage","Macrophage","0"
"LIF_LIFR_IL6ST","NK Cell","Macrophage","0"
"LIF_LIFR_IL6ST","T Cell","Macrophage","0"
"OSM_LIFR_IL6ST","Macrophage","Macrophage","0"
"OSM_LIFR_IL6ST","NK Cell","Macrophage","0"
"OSM_LIFR_IL6ST","T Cell","Macrophage","0"
"OSM_OSMR_IL6ST","Macrophage","T Cell","0"
"OSM_OSMR_IL6ST","NK Cell","T Cell","0"
"OSM_OSMR_IL6ST","T Cell","T Cell","0"
"IL10_IL10RA_IL10RB","Macrophage","B Cell","0"
"IL10_IL10RA_IL10RB","Macrophage","Macrophage","0"
"IL10_IL10RA_IL10RB","Macrophage","NK Cell","0"
"IL24_IL20RA_IL20RB","B Cell","B Cell","0"
"IL24_IL20RA_IL20RB","B Cell","Macrophage","0"
"IL24_IL20RA_IL20RB","B Cell","NK Cell","0"
"IL24_IL20RA_IL20RB","Macrophage","NK Cell","0"
"IL24_IL20RA_IL20RB","NK Cell","NK Cell","0"
"IL24_IL20RA_IL20RB","T Cell","NK Cell","0"
"IL24_IL20RA_IL20RB","B Cell","T Cell","0"
"IL24_IL22RA1_IL20RB","B Cell","B Cell","0"
"IL24_IL22RA1_IL20RB","B Cell","Macrophage","0"
"IL24_IL22RA1_IL20RB","Macrophage","Macrophage","0.04"
"IL24_IL22RA1_IL20RB","B Cell","NK Cell","0"
"IL24_IL22RA1_IL20RB","NK Cell","NK Cell","0.04"
"IL24_IL22RA1_IL20RB","B Cell","T Cell","0"
"IL22_IL22RA1_IL10RB","B Cell","Macrophage","0"
"IL22_IL22RA1_IL10RB","Macrophage","Macrophage","0"
"IL22_IL22RA1_IL10RB","NK Cell","Macrophage","0"
"IL22_IL22RA1_IL10RB","T Cell","Macrophage","0"
"IL22_IL22RA1_IL10RB","B Cell","NK Cell","0.02"
"IL22_IL22RA1_IL10RB","Macrophage","NK Cell","0.02"
"IL22_IL22RA1_IL10RB","NK Cell","NK Cell","0.02"
"IL22_IL22RA1_IL10RB","T Cell","NK Cell","0.02"
"IL1A_IL1R1_IL1RAP","Macrophage","B Cell","0"
"IL1A_IL1R1_IL1RAP","Macrophage","Macrophage","0"
"IL1A_IL1R1_IL1RAP","Macrophage","NK Cell","0"
"IL1A_IL1R1_IL1RAP","Macrophage","T Cell","0"
"IL18_IL18R1_IL18RAP","B Cell","NK Cell","0"
"IL18_IL18R1_IL18RAP","Macrophage","NK Cell","0"
"IL18_IL18R1_IL18RAP","NK Cell","NK Cell","0.04"
"IL33_IL1RL1_IL1RAP","B Cell","Macrophage","0"
"IL33_IL1RL1_IL1RAP","Macrophage","Macrophage","0"
"IL33_IL1RL1_IL1RAP","NK Cell","Macrophage","0"
"IL33_IL1RL1_IL1RAP","T Cell","Macrophage","0"
"GH1_GHR","B Cell","B Cell","0.01"
"GH1_GHR","B Cell","Macrophage","0"
"GH1_GHR","Macrophage","Macrophage","0"
"GH1_GHR","NK Cell","Macrophage","0"
"GH1_GHR","T Cell","Macrophage","0"
"GH1_GHR","B Cell","T Cell","0"
"PRL_PRLR","B Cell","B Cell","0"
"PRL_PRLR","Macrophage","B Cell","0"
"PRL_PRLR","NK Cell","B Cell","0"
"PRL_PRLR","T Cell","B Cell","0"
"PRL_PRLR","T Cell","T Cell","0"
"IFNK_IFNAR1_IFNAR2","Macrophage","B Cell","0.03"
"IFNK_IFNAR1_IFNAR2","Macrophage","Macrophage","0"
"IFNK_IFNAR1_IFNAR2","T Cell","Macrophage","0.01"
"IFNK_IFNAR1_IFNAR2","Macrophage","NK Cell","0"
"IFNK_IFNAR1_IFNAR2","Macrophage","T Cell","0"
"IFNE_IFNAR1_IFNAR2","B Cell","Macrophage","0"
"IFNE_IFNAR1_IFNAR2","Macrophage","Macrophage","0"
"IFNE_IFNAR1_IFNAR2","NK Cell","Macrophage","0"
"IFNE_IFNAR1_IFNAR2","T Cell","Macrophage","0"
"IFNA4_IFNAR1_IFNAR2","B Cell","Macrophage","0"
"IFNA4_IFNAR1_IFNAR2","Macrophage","Macrophage","0"
"IFNA4_IFNAR1_IFNAR2","NK Cell","Macrophage","0"
"IFNA4_IFNAR1_IFNAR2","T Cell","Macrophage","0"
"IFNA5_IFNAR1_IFNAR2","B Cell","Macrophage","0"
"IFNA5_IFNAR1_IFNAR2","Macrophage","Macrophage","0"
"IFNA5_IFNAR1_IFNAR2","NK Cell","Macrophage","0"
"IFNA5_IFNAR1_IFNAR2","T Cell","Macrophage","0"
"IFNA6_IFNAR1_IFNAR2","B Cell","Macrophage","0"
"IFNA6_IFNAR1_IFNAR2","Macrophage","Macrophage","0"
"IFNA6_IFNAR1_IFNAR2","NK Cell","Macrophage","0"
"IFNA6_IFNAR1_IFNAR2","T Cell","Macrophage","0"
"IFNG_IFNGR1_IFNGR2","NK Cell","B Cell","0"
"IFNG_IFNGR1_IFNGR2","NK Cell","Macrophage","0"
"IFNG_IFNGR1_IFNGR2","NK Cell","T Cell","0"
"LTA_TNFRSF14","B Cell","B Cell","0"
"LTA_TNFRSF14","B Cell","Macrophage","0"
"LTA_TNFRSF14","T Cell","Macrophage","0.02"
"LTA_TNFRSF14","B Cell","NK Cell","0"
"LTA_TNFRSF14","B Cell","T Cell","0"
"LTA_TNFRSF14","T Cell","T Cell","0"
"LTA_LTB_LTBR","B Cell","Macrophage","0"
"LTA_LTB_LTBR","T Cell","Macrophage","0"
"TNFSF14_LTBR","Macrophage","Macrophage","0"
"TNFSF14_LTBR","NK Cell","Macrophage","0"
"TNFSF14_LTBR","T Cell","Macrophage","0"
"TNFSF14_TNFRSF14","NK Cell","B Cell","0"
"TNFSF14_TNFRSF14","NK Cell","Macrophage","0"
"TNFSF14_TNFRSF14","NK Cell","NK Cell","0"
"TNFSF14_TNFRSF14","NK Cell","T Cell","0"
"FASL_FAS","NK Cell","Macrophage","0"
"FASL_FAS","NK Cell","T Cell","0"
"TNFSF10_TNFRSF10B","NK Cell","T Cell","0"
"TNFSF10_TNFRSF10B","T Cell","T Cell","0"
"NGF_NGFR","B Cell","B Cell","0"
"NGF_NGFR","Macrophage","B Cell","0"
"NGF_NGFR","NK Cell","B Cell","0"
"NGF_NGFR","T Cell","B Cell","0"
"TNFSF11_TNFRSF11A","Macrophage","Macrophage","0"
"TNFSF11_TNFRSF11A","NK Cell","Macrophage","0.02"
"TNFSF11_TNFRSF11A","T Cell","Macrophage","0"
"TNFSF12_TNFRSF12A","Macrophage","B Cell","0"
"TNFSF12_TNFRSF12A","Macrophage","Macrophage","0"
"TNFSF12_TNFRSF12A","NK Cell","Macrophage","0.01"
"TNFSF12_TNFRSF12A","Macrophage","NK Cell","0"
"TNFSF12_TNFRSF12A","Macrophage","T Cell","0"
"TNFSF8_TNFRSF8","T Cell","B Cell","0"
"TNFSF8_TNFRSF8","T Cell","Macrophage","0"
"TNFSF8_TNFRSF8","T Cell","NK Cell","0"
"TNFSF8_TNFRSF8","T Cell","T Cell","0"
"TNFSF4_TNFRSF4","NK Cell","B Cell","0.02"
"TNFSF4_TNFRSF4","NK Cell","NK Cell","0"
"TNFSF4_TNFRSF4","B Cell","T Cell","0.01"
"TNFSF4_TNFRSF4","Macrophage","T Cell","0"
"TNFSF4_TNFRSF4","NK Cell","T Cell","0"
"TNFSF4_TNFRSF4","T Cell","T Cell","0"
"TNFSF13_TNFRSF17","Macrophage","B Cell","0"
"TNFSF13_TNFRSF17","Macrophage","Macrophage","0"
"TNFSF13_TNFRSF17","Macrophage","NK Cell","0"
"TNFSF13_TNFRSF17","Macrophage","T Cell","0"
"TNFSF13_TNFRSF13B","Macrophage","B Cell","0"
"TNFSF13_TNFRSF13B","Macrophage","Macrophage","0"
"TNFSF13_TNFRSF13B","Macrophage","T Cell","0"
"TNFSF13B_TNFRSF17","Macrophage","B Cell","0"
"TNFSF13B_TNFRSF17","Macrophage","Macrophage","0"
"TNFSF13B_TNFRSF17","Macrophage","NK Cell","0"
"TNFSF13B_TNFRSF17","Macrophage","T Cell","0"
"TNFSF13B_TNFRSF13B","Macrophage","B Cell","0"
"TNFSF13B_TNFRSF13B","Macrophage","Macrophage","0"
"TNFSF13B_TNFRSF13B","Macrophage","T Cell","0"
"TNFSF13B_TNFRSF13C","Macrophage","B Cell","0"
"CD40LG_ITGA2B_ITGB3","T Cell","B Cell","0"
"CD40LG_ITGA2B_ITGB3","T Cell","Macrophage","0"
"CD40LG_ITGA2B_ITGB3","T Cell","NK Cell","0"
"CD40LG_ITGA2B_ITGB3","T Cell","T Cell","0"
"CD40LG_ITGA5_ITGB1","T Cell","Macrophage","0"
"CD40LG_ITGA5_ITGB1","T Cell","NK Cell","0"
"SPP1_ITGAV_ITGB3","Macrophage","B Cell","0"
"SPP1_ITGAV_ITGB3","Macrophage","Macrophage","0"
"SPP1_ITGAV_ITGB3","Macrophage","NK Cell","0"
"SPP1_ITGAV_ITGB3","Macrophage","T Cell","0"
"SPP1_ITGAV_ITGB1","Macrophage","Macrophage","0"
"SPP1_ITGAV_ITGB1","Macrophage","NK Cell","0"
"SPP1_ITGAV_ITGB5","Macrophage","B Cell","0"
"SPP1_ITGAV_ITGB5","Macrophage","Macrophage","0"
"SPP1_ITGAV_ITGB5","Macrophage","NK Cell","0"
"SPP1_ITGAV_ITGB5","Macrophage","T Cell","0"
"SPP1_ITGAV_ITGB6","Macrophage","B Cell","0"
"SPP1_ITGAV_ITGB6","Macrophage","Macrophage","0"
"SPP1_ITGAV_ITGB6","Macrophage","NK Cell","0"
"SPP1_ITGAV_ITGB6","Macrophage","T Cell","0"
"SPP1_ITGA9_ITGB1","Macrophage","Macrophage","0"
"SPP1_ITGA9_ITGB1","NK Cell","Macrophage","0"
"SPP1_ITGA9_ITGB1","Macrophage","NK Cell","0.02"
"SPP1_ITGA5_ITGB1","Macrophage","Macrophage","0"
"SPP1_ITGA5_ITGB1","NK Cell","Macrophage","0.02"
"SPP1_ITGA5_ITGB1","Macrophage","NK Cell","0"
"NAMPT_INSR","Macrophage","B Cell","0"
"NAMPT_INSR","B Cell","Macrophage","0"
"NAMPT_INSR","Macrophage","Macrophage","0"
"NAMPT_INSR","T Cell","Macrophage","0"
"NAMPT_INSR","Macrophage","T Cell","0"
"NAMPT_ITGA5_ITGB1","B Cell","Macrophage","0"
"NAMPT_ITGA5_ITGB1","Macrophage","Macrophage","0"
"NAMPT_ITGA5_ITGB1","T Cell","Macrophage","0"
"NAMPT_ITGA5_ITGB1","B Cell","NK Cell","0.04"
"NAMPT_ITGA5_ITGB1","Macrophage","NK Cell","0"
"ANGPTL1_ITGA1_ITGB1","B Cell","Macrophage","0"
"ANGPTL1_ITGA1_ITGB1","B Cell","NK Cell","0"
"ANGPTL1_ITGA1_ITGB1","T Cell","NK Cell","0.04"
"ANGPTL1_ITGA1_ITGB1","B Cell","T Cell","0.02"
"ANGPTL2_ITGA5_ITGB1","B Cell","Macrophage","0"
"ANGPTL2_ITGA5_ITGB1","Macrophage","Macrophage","0.01"
"ANGPTL2_ITGA5_ITGB1","T Cell","Macrophage","0"
"ANGPTL2_ITGA5_ITGB1","B Cell","NK Cell","0"
"ANGPTL2_ITGA5_ITGB1","T Cell","NK Cell","0"
"ANGPTL4_ITGA5_ITGB1","Macrophage","Macrophage","0"
"ANGPTL4_ITGA5_ITGB1","NK Cell","Macrophage","0"
"ANGPTL4_ITGA5_ITGB1","T Cell","Macrophage","0"
"ANGPTL4_ITGA5_ITGB1","NK Cell","NK Cell","0"
"ANGPTL4_ITGAV_ITGB3","NK Cell","Macrophage","0"
"ANGPTL4_ITGAV_ITGB3","NK Cell","T Cell","0"
"ANGPTL4_ITGAV_ITGB3","T Cell","T Cell","0.03"
"ANGPTL4_CDH11","NK Cell","B Cell","0"
"ANGPTL4_CDH11","NK Cell","NK Cell","0"
"ANGPTL4_CDH11","NK Cell","T Cell","0"
"ANGPTL4_SDC1","Macrophage","B Cell","0"
"ANGPTL4_SDC1","NK Cell","B Cell","0"
"ANGPTL4_SDC1","T Cell","B Cell","0"
"ANGPTL4_SDC4","Macrophage","B Cell","0"
"ANGPTL4_SDC4","NK Cell","B Cell","0"
"ANGPTL4_SDC4","T Cell","B Cell","0"
"ANGPTL4_SDC4","NK Cell","NK Cell","0"
"ANGPTL3_ITGAV_ITGB3","Macrophage","B Cell","0"
"ANGPTL3_ITGAV_ITGB3","Macrophage","Macrophage","0"
"ANGPTL3_ITGAV_ITGB3","Macrophage","NK Cell","0.01"
"ANGPTL3_ITGAV_ITGB3","Macrophage","T Cell","0"
"ANGPT2_ITGA5_ITGB1","B Cell","Macrophage","0"
"ANGPT2_ITGA5_ITGB1","Macrophage","Macrophage","0"
"ANGPT2_ITGA5_ITGB1","NK Cell","Macrophage","0.01"
"ANGPT2_ITGA5_ITGB1","T Cell","Macrophage","0"
"ANGPT2_ITGA5_ITGB1","T Cell","NK Cell","0"
"MDK_SDC1","B Cell","B Cell","0"
"MDK_SDC1","Macrophage","B Cell","0"
"MDK_SDC1","NK Cell","B Cell","0"
"MDK_SDC1","T Cell","B Cell","0"
"MDK_SDC4","B Cell","B Cell","0"
"MDK_SDC4","Macrophage","B Cell","0"
"MDK_SDC4","NK Cell","B Cell","0"
"MDK_SDC4","T Cell","B Cell","0"
"GAL_GALR3","Macrophage","B Cell","0"
"GAL_GALR3","Macrophage","Macrophage","0"
"GAL_GALR3","Macrophage","NK Cell","0"
"GAL_GALR3","Macrophage","T Cell","0"
"POMC_MC2R","NK Cell","B Cell","0.01"
"POMC_MC2R","NK Cell","Macrophage","0.01"
"POMC_MC2R","NK Cell","NK Cell","0.01"
"POMC_MC2R","NK Cell","T Cell","0.01"
"NPFF_NPFFR1","B Cell","B Cell","0"
"NPFF_NPFFR1","NK Cell","B Cell","0"
"NPFF_NPFFR1","T Cell","B Cell","0.01"
"NPFF_NPFFR1","B Cell","Macrophage","0"
"NPFF_NPFFR1","B Cell","NK Cell","0"
"NPFF_NPFFR1","B Cell","T Cell","0.01"
"PPY_NPY2R","B Cell","T Cell","0"
"PPY_NPY2R","Macrophage","T Cell","0"
"PPY_NPY2R","NK Cell","T Cell","0"
"PPY_NPY2R","T Cell","T Cell","0"
"PPY_NPY6R",NA,NA,NA
"PPY_NPY6R","PPY_NPY6R","PPY_NPY6R","PPY_NPY6R"
"PPY_GPR83","B Cell","T Cell","0"
"PPY_GPR83","Macrophage","T Cell","0"
"PPY_GPR83","NK Cell","T Cell","0"
"PPY_GPR83","T Cell","T Cell","0"
"PENK_OPRD1","NK Cell","B Cell","0.02"
"PENK_OPRD1","T Cell","B Cell","0"
"PENK_OPRD1","T Cell","NK Cell","0"
"PENK_OPRD1","T Cell","T Cell","0.04"
"PENK_OPRM1","B Cell","T Cell","0.01"
"PENK_OPRM1","Macrophage","T Cell","0"
"PENK_OPRM1","NK Cell","T Cell","0"
"PENK_OPRM1","T Cell","T Cell","0"
"POMC_OPRD1","NK Cell","B Cell","0"
"POMC_OPRD1","T Cell","B Cell","0.04"
"POMC_OPRD1","NK Cell","NK Cell","0"
"POMC_OPRD1","NK Cell","T Cell","0.04"
"POMC_OPRM1","B Cell","T Cell","0"
"POMC_OPRM1","Macrophage","T Cell","0.01"
"POMC_OPRM1","NK Cell","T Cell","0"
"POMC_OPRM1","T Cell","T Cell","0"
"HCRT_HCRTR2","B Cell","B Cell","0"
"HCRT_HCRTR2","Macrophage","B Cell","0"
"HCRT_HCRTR2","NK Cell","B Cell","0"
"HCRT_HCRTR2","T Cell","B Cell","0"
"CORT_SSTR3","B Cell","NK Cell","0"
"CORT_SSTR3","Macrophage","NK Cell","0"
"CORT_SSTR3","NK Cell","NK Cell","0"
"CORT_SSTR3","T Cell","NK Cell","0"
"TAC4_TACR1","B Cell","T Cell","0.04"
"TAC4_TACR1","T Cell","T Cell","0.01"
"TRY5_F2R","B Cell","NK Cell","0"
"TRY5_F2R","Macrophage","NK Cell","0"
"TRY5_F2R","NK Cell","NK Cell","0"
"TRY5_F2R","T Cell","NK Cell","0"
"CTSG_F2R","B Cell","NK Cell","0"
"CTSG_F2R","Macrophage","NK Cell","0"
"CTSG_F2R","NK Cell","NK Cell","0"
"CTSG_F2R","T Cell","NK Cell","0"
"CTSG_F2R","Macrophage","T Cell","0"
"F2_F2R","B Cell","NK Cell","0"
"F2_F2R","Macrophage","NK Cell","0"
"F2_F2R","NK Cell","NK Cell","0"
"F2_F2R","T Cell","NK Cell","0"
"F2_F2R","T Cell","T Cell","0.02"
"GZMA_F2R","NK Cell","NK Cell","0"
"GZMA_F2R","NK Cell","T Cell","0"
"PRSS2_F2R","B Cell","NK Cell","0.03"
"PRSS2_F2R","Macrophage","NK Cell","0"
"PRSS2_F2R","NK Cell","NK Cell","0"
"PRSS2_F2R","T Cell","NK Cell","0"
"PRSS2_F2R","NK Cell","T Cell","0"
"TRY10_F2R","B Cell","NK Cell","0"
"TRY10_F2R","Macrophage","NK Cell","0"
"TRY10_F2R","NK Cell","NK Cell","0"
"TRY10_F2R","T Cell","NK Cell","0"
"TRY5_F2RL1","B Cell","T Cell","0"
"TRY5_F2RL1","Macrophage","T Cell","0"
"TRY5_F2RL1","NK Cell","T Cell","0"
"TRY5_F2RL1","T Cell","T Cell","0"
"CTSG_F2RL1","Macrophage","NK Cell","0.03"
"CTSG_F2RL1","B Cell","T Cell","0"
"CTSG_F2RL1","Macrophage","T Cell","0"
"CTSG_F2RL1","NK Cell","T Cell","0"
"CTSG_F2RL1","T Cell","T Cell","0"
"F2_F2RL1","B Cell","T Cell","0"
"F2_F2RL1","Macrophage","T Cell","0"
"F2_F2RL1","NK Cell","T Cell","0"
"F2_F2RL1","T Cell","T Cell","0"
"GZMA_F2RL1","NK Cell","NK Cell","0"
"GZMA_F2RL1","NK Cell","T Cell","0"
"PRSS2_F2RL1","NK Cell","NK Cell","0"
"PRSS2_F2RL1","NK Cell","T Cell","0"
